geliþ_zamaný,týr_plakasý,ülke,20_ton_adet,30_ton_adet,yük_miktarý,maliyet
898,41_kostu_927,Lilliputa,0,1,30,30000
900,41_kostu_433,Lilliputa,1,0,20,20000
903,41_kostu_044,Neverland,0,1,30,30000
903,41_kostu_735,Mordor,0,1,30,30000
903,41_kostu_790,Oceania,1,0,20,20000
903,41_kostu_330,Mordor,1,0,20,20000
907,41_kostu_722,Mordor,1,0,20,20000
907,41_kostu_124,Neverland,0,1,30,30000
907,41_kostu_886,Neverland,0,1,30,30000
907,41_kostu_652,Neverland,0,1,30,30000
909,41_kostu_577,Mordor,1,0,20,20000
909,41_kostu_219,Neverland,0,1,30,30000
909,41_kostu_233,Oceania,0,1,30,30000
909,41_kostu_749,Lilliputa,1,0,20,20000
909,41_kostu_474,Oceania,0,1,30,30000
913,41_kostu_631,Oceania,1,0,20,20000
913,41_kostu_779,Mordor,1,0,20,20000
913,41_kostu_884,Oceania,0,1,30,30000
913,41_kostu_114,Oceania,1,0,20,20000
913,41_kostu_057,Mordor,1,0,20,20000
913,41_kostu_188,Lilliputa,0,1,30,30000
913,41_kostu_025,Oceania,1,0,20,20000
915,41_kostu_621,Oceania,1,0,20,20000
915,41_kostu_991,Neverland,0,1,30,30000
915,41_kostu_593,Oceania,1,0,20,20000
915,41_kostu_550,Mordor,0,1,30,30000
916,41_kostu_005,Mordor,1,0,20,20000
916,41_kostu_151,Oceania,0,1,30,30000
916,41_kostu_228,Lilliputa,0,1,30,30000
916,41_kostu_679,Lilliputa,1,0,20,20000
916,41_kostu_991,Lilliputa,1,0,20,20000
916,41_kostu_843,Oceania,1,0,20,20000
916,41_kostu_870,Neverland,0,1,30,30000
921,41_kostu_456,Oceania,1,0,20,20000
925,41_kostu_680,Lilliputa,1,0,20,20000
925,41_kostu_450,Mordor,0,1,30,30000
925,41_kostu_652,Mordor,1,0,20,20000
925,41_kostu_451,Lilliputa,0,1,30,30000
925,41_kostu_341,Mordor,1,0,20,20000
925,41_kostu_305,Lilliputa,0,1,30,30000
925,41_kostu_866,Mordor,0,1,30,30000
926,41_kostu_369,Neverland,1,0,20,20000
926,41_kostu_475,Mordor,1,0,20,20000
929,41_kostu_357,Lilliputa,1,0,20,20000
929,41_kostu_592,Mordor,1,0,20,20000
929,41_kostu_981,Mordor,1,0,20,20000
929,41_kostu_808,Mordor,1,0,20,20000
933,41_kostu_288,Mordor,1,0,20,20000
933,41_kostu_461,Lilliputa,1,0,20,20000
933,41_kostu_949,Oceania,0,1,30,30000
933,41_kostu_872,Lilliputa,1,0,20,20000
933,41_kostu_324,Oceania,1,0,20,20000
934,41_kostu_582,Lilliputa,0,1,30,30000
934,41_kostu_119,Neverland,0,1,30,30000
934,41_kostu_425,Mordor,1,0,20,20000
934,41_kostu_244,Mordor,1,0,20,20000
934,41_kostu_954,Mordor,1,0,20,20000
934,41_kostu_972,Oceania,0,1,30,30000
938,41_kostu_663,Oceania,0,1,30,30000
938,41_kostu_228,Mordor,0,1,30,30000
938,41_kostu_042,Mordor,1,0,20,20000
938,41_kostu_322,Mordor,1,0,20,20000
938,41_kostu_500,Lilliputa,0,1,30,30000
938,41_kostu_751,Oceania,0,1,30,30000
939,41_kostu_008,Lilliputa,0,1,30,30000
944,41_kostu_037,Lilliputa,0,1,30,30000
944,41_kostu_518,Oceania,0,1,30,30000
947,41_kostu_735,Neverland,0,1,30,30000
947,41_kostu_464,Oceania,1,0,20,20000
947,41_kostu_847,Neverland,1,0,20,20000
948,41_kostu_816,Neverland,1,0,20,20000
948,41_kostu_053,Mordor,0,1,30,30000
948,41_kostu_315,Lilliputa,0,1,30,30000
948,41_kostu_880,Oceania,0,1,30,30000
952,41_kostu_249,Oceania,1,0,20,20000
952,41_kostu_703,Neverland,1,0,20,20000
952,41_kostu_444,Neverland,1,0,20,20000
957,41_kostu_646,Mordor,0,1,30,30000
957,41_kostu_728,Lilliputa,1,0,20,20000
957,41_kostu_351,Neverland,0,1,30,30000
957,41_kostu_623,Neverland,0,1,30,30000
960,41_kostu_876,Lilliputa,1,0,20,20000
960,41_kostu_485,Lilliputa,0,1,30,30000
960,41_kostu_080,Oceania,1,0,20,20000
960,41_kostu_865,Mordor,1,0,20,20000
965,41_kostu_258,Oceania,0,1,30,30000
965,41_kostu_392,Oceania,1,0,20,20000
966,41_kostu_611,Lilliputa,0,1,30,30000
966,41_kostu_971,Neverland,0,1,30,30000
967,41_kostu_335,Lilliputa,1,0,20,20000
967,41_kostu_973,Neverland,0,1,30,30000
967,41_kostu_068,Oceania,0,1,30,30000
967,41_kostu_781,Lilliputa,0,1,30,30000
967,41_kostu_736,Neverland,0,1,30,30000
967,41_kostu_168,Neverland,1,0,20,20000
967,41_kostu_288,Lilliputa,1,0,20,20000
969,41_kostu_442,Oceania,1,0,20,20000
969,41_kostu_746,Oceania,0,1,30,30000
969,41_kostu_300,Neverland,1,0,20,20000
969,41_kostu_777,Oceania,1,0,20,20000
969,41_kostu_824,Oceania,1,0,20,20000
969,41_kostu_516,Lilliputa,1,0,20,20000
969,41_kostu_020,Oceania,1,0,20,20000
972,41_kostu_968,Oceania,1,0,20,20000
972,41_kostu_194,Neverland,0,1,30,30000
972,41_kostu_026,Lilliputa,0,1,30,30000
972,41_kostu_850,Mordor,0,1,30,30000
975,41_kostu_019,Oceania,1,0,20,20000
975,41_kostu_653,Neverland,1,0,20,20000
975,41_kostu_617,Oceania,1,0,20,20000
975,41_kostu_951,Neverland,0,1,30,30000
978,41_kostu_876,Oceania,0,1,30,30000
978,41_kostu_654,Lilliputa,1,0,20,20000
978,41_kostu_902,Mordor,0,1,30,30000
978,41_kostu_448,Neverland,1,0,20,20000
978,41_kostu_284,Oceania,1,0,20,20000
982,41_kostu_104,Lilliputa,0,1,30,30000
982,41_kostu_915,Neverland,1,0,20,20000
982,41_kostu_102,Oceania,0,1,30,30000
984,41_kostu_136,Lilliputa,1,0,20,20000
984,41_kostu_337,Oceania,1,0,20,20000
984,41_kostu_641,Oceania,1,0,20,20000
984,41_kostu_491,Neverland,1,0,20,20000
984,41_kostu_180,Mordor,0,1,30,30000
984,41_kostu_667,Neverland,1,0,20,20000
984,41_kostu_142,Oceania,0,1,30,30000
985,41_kostu_610,Lilliputa,1,0,20,20000
985,41_kostu_165,Lilliputa,0,1,30,30000
985,41_kostu_517,Oceania,0,1,30,30000
985,41_kostu_344,Oceania,0,1,30,30000
985,41_kostu_980,Lilliputa,1,0,20,20000
986,41_kostu_265,Lilliputa,0,1,30,30000
986,41_kostu_284,Neverland,0,1,30,30000
986,41_kostu_949,Neverland,1,0,20,20000
986,41_kostu_165,Mordor,1,0,20,20000
989,41_kostu_862,Oceania,1,0,20,20000
989,41_kostu_972,Neverland,1,0,20,20000
989,41_kostu_636,Oceania,0,1,30,30000
989,41_kostu_563,Neverland,1,0,20,20000
989,41_kostu_647,Mordor,1,0,20,20000
992,41_kostu_776,Mordor,1,0,20,20000
992,41_kostu_498,Lilliputa,0,1,30,30000
992,41_kostu_269,Lilliputa,0,1,30,30000
992,41_kostu_1000,Lilliputa,0,1,30,30000
992,41_kostu_019,Neverland,0,1,30,30000
996,41_kostu_581,Neverland,0,1,30,30000
996,41_kostu_289,Mordor,1,0,20,20000
1000,41_kostu_170,Mordor,0,1,30,30000
1000,41_kostu_138,Lilliputa,0,1,30,30000
1000,41_kostu_071,Mordor,1,0,20,20000
1000,41_kostu_388,Lilliputa,0,1,30,30000
1005,41_kostu_961,Lilliputa,0,1,30,30000
1005,41_kostu_673,Oceania,1,0,20,20000
1005,41_kostu_489,Neverland,1,0,20,20000
1005,41_kostu_233,Mordor,1,0,20,20000
1005,41_kostu_392,Neverland,1,0,20,20000
1005,41_kostu_203,Neverland,0,1,30,30000
1005,41_kostu_340,Oceania,1,0,20,20000
1007,41_kostu_812,Lilliputa,1,0,20,20000
1007,41_kostu_651,Lilliputa,1,0,20,20000
1007,41_kostu_292,Lilliputa,0,1,30,30000
1007,41_kostu_578,Neverland,1,0,20,20000
1007,41_kostu_840,Lilliputa,1,0,20,20000
1007,41_kostu_852,Oceania,0,1,30,30000
1008,41_kostu_112,Lilliputa,0,1,30,30000
1008,41_kostu_181,Oceania,0,1,30,30000
1008,41_kostu_171,Oceania,0,1,30,30000
1008,41_kostu_262,Oceania,1,0,20,20000
1012,41_kostu_125,Oceania,1,0,20,20000
1012,41_kostu_967,Mordor,1,0,20,20000
1012,41_kostu_698,Oceania,1,0,20,20000
1012,41_kostu_795,Neverland,0,1,30,30000
1012,41_kostu_442,Neverland,0,1,30,30000
1017,41_kostu_508,Oceania,0,1,30,30000
1017,41_kostu_714,Neverland,0,1,30,30000
1017,41_kostu_474,Lilliputa,0,1,30,30000
1017,41_kostu_332,Lilliputa,1,0,20,20000
1017,41_kostu_483,Mordor,0,1,30,30000
1020,41_kostu_681,Oceania,1,0,20,20000
1020,41_kostu_636,Neverland,0,1,30,30000
1020,41_kostu_628,Neverland,1,0,20,20000
1020,41_kostu_367,Lilliputa,1,0,20,20000
1020,41_kostu_511,Neverland,1,0,20,20000
1020,41_kostu_088,Mordor,1,0,20,20000
1020,41_kostu_966,Lilliputa,0,1,30,30000
1024,41_kostu_966,Neverland,1,0,20,20000
1024,41_kostu_728,Neverland,0,1,30,30000
1024,41_kostu_981,Oceania,0,1,30,30000
1024,41_kostu_124,Oceania,1,0,20,20000
1024,41_kostu_434,Oceania,0,1,30,30000
1029,41_kostu_589,Lilliputa,0,1,30,30000
1029,41_kostu_142,Oceania,0,1,30,30000
1029,41_kostu_430,Mordor,0,1,30,30000
1029,41_kostu_840,Oceania,0,1,30,30000
1032,41_kostu_534,Neverland,0,1,30,30000
1036,41_kostu_642,Neverland,1,0,20,20000
1036,41_kostu_563,Mordor,0,1,30,30000
1036,41_kostu_306,Oceania,1,0,20,20000
1036,41_kostu_181,Oceania,0,1,30,30000
1036,41_kostu_526,Mordor,0,1,30,30000
1036,41_kostu_518,Neverland,0,1,30,30000
1036,41_kostu_947,Mordor,1,0,20,20000
1040,41_kostu_694,Oceania,1,0,20,20000
1040,41_kostu_557,Neverland,1,0,20,20000
1040,41_kostu_890,Lilliputa,1,0,20,20000
1040,41_kostu_902,Mordor,0,1,30,30000
1040,41_kostu_208,Neverland,1,0,20,20000
1040,41_kostu_458,Lilliputa,1,0,20,20000
1040,41_kostu_591,Oceania,0,1,30,30000
1042,41_kostu_678,Neverland,0,1,30,30000
1044,41_kostu_673,Mordor,1,0,20,20000
1044,41_kostu_327,Lilliputa,0,1,30,30000
1044,41_kostu_485,Mordor,0,1,30,30000
1044,41_kostu_601,Lilliputa,1,0,20,20000
1044,41_kostu_616,Oceania,0,1,30,30000
1044,41_kostu_014,Oceania,0,1,30,30000
1045,41_kostu_556,Mordor,1,0,20,20000
1048,41_kostu_668,Lilliputa,1,0,20,20000
1048,41_kostu_271,Oceania,1,0,20,20000
1048,41_kostu_141,Mordor,0,1,30,30000
1048,41_kostu_366,Lilliputa,0,1,30,30000
1048,41_kostu_412,Neverland,0,1,30,30000
1048,41_kostu_068,Oceania,1,0,20,20000
1048,41_kostu_631,Oceania,1,0,20,20000
1049,41_kostu_694,Neverland,1,0,20,20000
1049,41_kostu_265,Neverland,0,1,30,30000
1049,41_kostu_070,Lilliputa,1,0,20,20000
1051,41_kostu_851,Lilliputa,0,1,30,30000
1051,41_kostu_805,Lilliputa,1,0,20,20000
1051,41_kostu_022,Oceania,0,1,30,30000
1051,41_kostu_057,Mordor,0,1,30,30000
1053,41_kostu_414,Lilliputa,1,0,20,20000
1053,41_kostu_567,Neverland,1,0,20,20000
1053,41_kostu_329,Mordor,1,0,20,20000
1053,41_kostu_093,Lilliputa,1,0,20,20000
1053,41_kostu_993,Neverland,1,0,20,20000
1053,41_kostu_158,Oceania,1,0,20,20000
1053,41_kostu_239,Neverland,1,0,20,20000
1054,41_kostu_667,Oceania,1,0,20,20000
1054,41_kostu_450,Neverland,1,0,20,20000
1054,41_kostu_779,Neverland,1,0,20,20000
1054,41_kostu_779,Neverland,0,1,30,30000
1054,41_kostu_166,Oceania,0,1,30,30000
1059,41_kostu_584,Oceania,0,1,30,30000
1059,41_kostu_291,Oceania,1,0,20,20000
1059,41_kostu_814,Mordor,0,1,30,30000
1059,41_kostu_771,Mordor,0,1,30,30000
1059,41_kostu_016,Neverland,1,0,20,20000
1059,41_kostu_933,Neverland,0,1,30,30000
1059,41_kostu_012,Oceania,0,1,30,30000
1060,41_kostu_815,Neverland,1,0,20,20000
1060,41_kostu_572,Lilliputa,0,1,30,30000
1060,41_kostu_519,Lilliputa,1,0,20,20000
1060,41_kostu_813,Oceania,1,0,20,20000
1060,41_kostu_266,Oceania,1,0,20,20000
1060,41_kostu_139,Mordor,0,1,30,30000
1065,41_kostu_800,Oceania,1,0,20,20000
1065,41_kostu_242,Mordor,0,1,30,30000
1065,41_kostu_770,Mordor,0,1,30,30000
1065,41_kostu_318,Lilliputa,0,1,30,30000
1065,41_kostu_006,Neverland,1,0,20,20000
1068,41_kostu_007,Neverland,1,0,20,20000
1068,41_kostu_603,Neverland,0,1,30,30000
1068,41_kostu_929,Mordor,0,1,30,30000
1072,41_kostu_330,Neverland,1,0,20,20000
1072,41_kostu_028,Lilliputa,1,0,20,20000
1072,41_kostu_996,Lilliputa,0,1,30,30000
1072,41_kostu_165,Oceania,0,1,30,30000
1072,41_kostu_481,Neverland,0,1,30,30000
1072,41_kostu_231,Neverland,0,1,30,30000
1075,41_kostu_915,Neverland,1,0,20,20000
1075,41_kostu_417,Lilliputa,0,1,30,30000
1075,41_kostu_756,Mordor,0,1,30,30000
1078,41_kostu_057,Lilliputa,0,1,30,30000
1078,41_kostu_759,Mordor,1,0,20,20000
1083,41_kostu_115,Lilliputa,1,0,20,20000
1083,41_kostu_699,Mordor,1,0,20,20000
1083,41_kostu_315,Mordor,1,0,20,20000
1083,41_kostu_301,Lilliputa,1,0,20,20000
1083,41_kostu_202,Oceania,1,0,20,20000
1083,41_kostu_714,Lilliputa,0,1,30,30000
1083,41_kostu_391,Oceania,0,1,30,30000
1088,41_kostu_652,Lilliputa,0,1,30,30000
1088,41_kostu_857,Lilliputa,0,1,30,30000
1088,41_kostu_671,Lilliputa,0,1,30,30000
1088,41_kostu_552,Neverland,0,1,30,30000
1088,41_kostu_061,Mordor,0,1,30,30000
1088,41_kostu_874,Neverland,0,1,30,30000
1091,41_kostu_107,Mordor,1,0,20,20000
1091,41_kostu_182,Neverland,1,0,20,20000
1091,41_kostu_659,Oceania,0,1,30,30000
1091,41_kostu_593,Mordor,0,1,30,30000
1091,41_kostu_781,Oceania,1,0,20,20000
1091,41_kostu_071,Oceania,0,1,30,30000
1091,41_kostu_041,Lilliputa,0,1,30,30000
1095,41_kostu_768,Oceania,1,0,20,20000
1095,41_kostu_091,Oceania,0,1,30,30000
1096,41_kostu_990,Oceania,0,1,30,30000
1096,41_kostu_483,Lilliputa,0,1,30,30000
1096,41_kostu_607,Oceania,1,0,20,20000
1096,41_kostu_891,Oceania,1,0,20,20000
1096,41_kostu_808,Neverland,0,1,30,30000
1096,41_kostu_131,Oceania,1,0,20,20000
1098,41_kostu_772,Neverland,1,0,20,20000
1098,41_kostu_979,Neverland,1,0,20,20000
1098,41_kostu_423,Lilliputa,0,1,30,30000
1098,41_kostu_543,Neverland,1,0,20,20000
1098,41_kostu_540,Neverland,0,1,30,30000
1103,41_kostu_115,Lilliputa,0,1,30,30000
1103,41_kostu_183,Neverland,0,1,30,30000
1103,41_kostu_014,Neverland,0,1,30,30000
1103,41_kostu_028,Lilliputa,0,1,30,30000
1103,41_kostu_636,Neverland,1,0,20,20000
1103,41_kostu_086,Oceania,1,0,20,20000
1103,41_kostu_092,Oceania,1,0,20,20000
1104,41_kostu_464,Mordor,1,0,20,20000
1104,41_kostu_268,Oceania,0,1,30,30000
1104,41_kostu_794,Mordor,0,1,30,30000
1104,41_kostu_079,Mordor,1,0,20,20000
1104,41_kostu_926,Lilliputa,1,0,20,20000
1104,41_kostu_955,Oceania,0,1,30,30000
1107,41_kostu_273,Lilliputa,1,0,20,20000
1107,41_kostu_097,Neverland,1,0,20,20000
1109,41_kostu_886,Lilliputa,0,1,30,30000
1109,41_kostu_584,Mordor,0,1,30,30000
1109,41_kostu_426,Lilliputa,1,0,20,20000
1109,41_kostu_710,Oceania,0,1,30,30000
1109,41_kostu_058,Neverland,1,0,20,20000
1109,41_kostu_231,Oceania,0,1,30,30000
1109,41_kostu_479,Oceania,1,0,20,20000
1112,41_kostu_028,Oceania,0,1,30,30000
1117,41_kostu_497,Oceania,0,1,30,30000
1117,41_kostu_689,Neverland,1,0,20,20000
1117,41_kostu_818,Mordor,0,1,30,30000
1117,41_kostu_629,Mordor,1,0,20,20000
1117,41_kostu_146,Oceania,0,1,30,30000
1117,41_kostu_270,Oceania,0,1,30,30000
1121,41_kostu_854,Mordor,1,0,20,20000
1121,41_kostu_492,Neverland,0,1,30,30000
1121,41_kostu_634,Oceania,1,0,20,20000
1123,41_kostu_405,Lilliputa,1,0,20,20000
1123,41_kostu_831,Neverland,1,0,20,20000
1123,41_kostu_384,Oceania,1,0,20,20000
1123,41_kostu_219,Mordor,0,1,30,30000
1123,41_kostu_494,Mordor,1,0,20,20000
1127,41_kostu_376,Neverland,0,1,30,30000
1127,41_kostu_1000,Lilliputa,0,1,30,30000
1127,41_kostu_694,Mordor,0,1,30,30000
1127,41_kostu_312,Oceania,1,0,20,20000
1131,41_kostu_039,Lilliputa,0,1,30,30000
1131,41_kostu_768,Neverland,0,1,30,30000
1131,41_kostu_476,Neverland,0,1,30,30000
1131,41_kostu_909,Mordor,1,0,20,20000
1131,41_kostu_803,Lilliputa,1,0,20,20000
1131,41_kostu_636,Oceania,1,0,20,20000
1135,41_kostu_917,Oceania,0,1,30,30000
1135,41_kostu_243,Oceania,1,0,20,20000
1135,41_kostu_750,Mordor,1,0,20,20000
1135,41_kostu_206,Mordor,0,1,30,30000
1135,41_kostu_676,Oceania,1,0,20,20000
1135,41_kostu_576,Mordor,1,0,20,20000
1135,41_kostu_976,Mordor,1,0,20,20000
1138,41_kostu_294,Oceania,0,1,30,30000
1138,41_kostu_935,Mordor,1,0,20,20000
1138,41_kostu_572,Mordor,1,0,20,20000
1140,41_kostu_003,Oceania,0,1,30,30000
1140,41_kostu_988,Oceania,1,0,20,20000
1140,41_kostu_343,Neverland,1,0,20,20000
1145,41_kostu_370,Lilliputa,1,0,20,20000
1149,41_kostu_695,Neverland,1,0,20,20000
1149,41_kostu_528,Oceania,1,0,20,20000
1149,41_kostu_709,Mordor,0,1,30,30000
1149,41_kostu_151,Oceania,0,1,30,30000
1149,41_kostu_010,Mordor,1,0,20,20000
1149,41_kostu_250,Oceania,0,1,30,30000
1149,41_kostu_037,Oceania,1,0,20,20000
1154,41_kostu_858,Lilliputa,0,1,30,30000
1154,41_kostu_451,Lilliputa,0,1,30,30000
1154,41_kostu_912,Mordor,0,1,30,30000
1154,41_kostu_325,Oceania,0,1,30,30000
1154,41_kostu_282,Oceania,1,0,20,20000
1159,41_kostu_779,Mordor,1,0,20,20000
1159,41_kostu_842,Lilliputa,1,0,20,20000
1159,41_kostu_144,Oceania,1,0,20,20000
1164,41_kostu_859,Oceania,0,1,30,30000
1164,41_kostu_938,Oceania,0,1,30,30000
1165,41_kostu_940,Oceania,1,0,20,20000
1165,41_kostu_200,Oceania,0,1,30,30000
1165,41_kostu_786,Oceania,1,0,20,20000
1165,41_kostu_288,Mordor,0,1,30,30000
1165,41_kostu_371,Mordor,1,0,20,20000
1165,41_kostu_639,Mordor,0,1,30,30000
1169,41_kostu_642,Oceania,1,0,20,20000
1169,41_kostu_907,Oceania,1,0,20,20000
1169,41_kostu_786,Lilliputa,1,0,20,20000
1169,41_kostu_826,Mordor,0,1,30,30000
1169,41_kostu_256,Neverland,0,1,30,30000
1169,41_kostu_161,Mordor,0,1,30,30000
1169,41_kostu_842,Mordor,0,1,30,30000
1172,41_kostu_687,Oceania,0,1,30,30000
1172,41_kostu_846,Mordor,1,0,20,20000
1172,41_kostu_789,Neverland,0,1,30,30000
1172,41_kostu_567,Neverland,1,0,20,20000
1172,41_kostu_116,Mordor,1,0,20,20000
1172,41_kostu_874,Oceania,0,1,30,30000
1177,41_kostu_557,Lilliputa,0,1,30,30000
1177,41_kostu_545,Mordor,0,1,30,30000
1177,41_kostu_910,Neverland,0,1,30,30000
1178,41_kostu_924,Lilliputa,0,1,30,30000
1178,41_kostu_811,Oceania,0,1,30,30000
1178,41_kostu_783,Mordor,1,0,20,20000
1178,41_kostu_293,Neverland,1,0,20,20000
1182,41_kostu_947,Lilliputa,1,0,20,20000
1182,41_kostu_039,Mordor,0,1,30,30000
1182,41_kostu_743,Neverland,0,1,30,30000
1182,41_kostu_649,Lilliputa,1,0,20,20000
1182,41_kostu_470,Neverland,0,1,30,30000
1182,41_kostu_872,Neverland,1,0,20,20000
1183,41_kostu_230,Oceania,0,1,30,30000
1183,41_kostu_338,Oceania,1,0,20,20000
1183,41_kostu_782,Lilliputa,0,1,30,30000
1187,41_kostu_764,Oceania,0,1,30,30000
1187,41_kostu_170,Oceania,1,0,20,20000
1187,41_kostu_127,Lilliputa,0,1,30,30000
1187,41_kostu_203,Oceania,0,1,30,30000
1187,41_kostu_868,Neverland,1,0,20,20000
1192,41_kostu_603,Neverland,0,1,30,30000
1195,41_kostu_803,Mordor,0,1,30,30000
1195,41_kostu_133,Neverland,1,0,20,20000
1195,41_kostu_972,Oceania,0,1,30,30000
1200,41_kostu_340,Mordor,1,0,20,20000
1200,41_kostu_669,Lilliputa,1,0,20,20000
1200,41_kostu_090,Oceania,0,1,30,30000
1200,41_kostu_556,Neverland,1,0,20,20000
1200,41_kostu_062,Lilliputa,1,0,20,20000
1205,41_kostu_033,Lilliputa,1,0,20,20000
1205,41_kostu_229,Oceania,1,0,20,20000
1205,41_kostu_628,Oceania,1,0,20,20000
1205,41_kostu_445,Oceania,0,1,30,30000
1205,41_kostu_140,Oceania,0,1,30,30000
1205,41_kostu_142,Mordor,0,1,30,30000
1209,41_kostu_133,Lilliputa,1,0,20,20000
1209,41_kostu_661,Mordor,0,1,30,30000
1209,41_kostu_424,Mordor,1,0,20,20000
1209,41_kostu_067,Mordor,1,0,20,20000
1212,41_kostu_952,Oceania,1,0,20,20000
1212,41_kostu_967,Mordor,1,0,20,20000
1212,41_kostu_150,Lilliputa,0,1,30,30000
1212,41_kostu_045,Oceania,0,1,30,30000
1215,41_kostu_136,Lilliputa,0,1,30,30000
1215,41_kostu_398,Oceania,1,0,20,20000
1215,41_kostu_560,Mordor,1,0,20,20000
1215,41_kostu_863,Mordor,1,0,20,20000
1215,41_kostu_964,Lilliputa,0,1,30,30000
1217,41_kostu_600,Lilliputa,0,1,30,30000
1217,41_kostu_334,Mordor,1,0,20,20000
1217,41_kostu_430,Lilliputa,1,0,20,20000
1217,41_kostu_626,Neverland,0,1,30,30000
1220,41_kostu_089,Mordor,0,1,30,30000
1220,41_kostu_934,Neverland,0,1,30,30000
1220,41_kostu_898,Mordor,1,0,20,20000
1220,41_kostu_195,Neverland,1,0,20,20000
1220,41_kostu_204,Lilliputa,0,1,30,30000
1220,41_kostu_103,Mordor,0,1,30,30000
1220,41_kostu_979,Oceania,0,1,30,30000
1221,41_kostu_403,Neverland,1,0,20,20000
1221,41_kostu_457,Mordor,0,1,30,30000
1221,41_kostu_971,Lilliputa,1,0,20,20000
1222,41_kostu_144,Lilliputa,1,0,20,20000
1224,41_kostu_440,Neverland,1,0,20,20000
1224,41_kostu_356,Neverland,0,1,30,30000
1224,41_kostu_749,Neverland,1,0,20,20000
1224,41_kostu_985,Lilliputa,0,1,30,30000
1224,41_kostu_076,Mordor,0,1,30,30000
1224,41_kostu_831,Neverland,0,1,30,30000
1224,41_kostu_547,Mordor,1,0,20,20000
1227,41_kostu_633,Mordor,0,1,30,30000
1227,41_kostu_612,Neverland,0,1,30,30000
1227,41_kostu_863,Mordor,1,0,20,20000
1227,41_kostu_058,Oceania,1,0,20,20000
1232,41_kostu_883,Mordor,1,0,20,20000
1235,41_kostu_869,Oceania,1,0,20,20000
1235,41_kostu_001,Oceania,1,0,20,20000
1236,41_kostu_534,Oceania,0,1,30,30000
1236,41_kostu_816,Neverland,0,1,30,30000
1236,41_kostu_119,Neverland,1,0,20,20000
1236,41_kostu_314,Lilliputa,0,1,30,30000
1236,41_kostu_935,Neverland,1,0,20,20000
1237,41_kostu_311,Oceania,0,1,30,30000
1237,41_kostu_355,Mordor,1,0,20,20000
1237,41_kostu_017,Mordor,1,0,20,20000
1242,41_kostu_527,Oceania,1,0,20,20000
1242,41_kostu_707,Mordor,1,0,20,20000
1246,41_kostu_861,Mordor,1,0,20,20000
1246,41_kostu_145,Neverland,0,1,30,30000
1246,41_kostu_161,Oceania,0,1,30,30000
1246,41_kostu_694,Neverland,0,1,30,30000
1246,41_kostu_526,Mordor,1,0,20,20000
1251,41_kostu_652,Lilliputa,1,0,20,20000
1251,41_kostu_888,Neverland,0,1,30,30000
1251,41_kostu_088,Neverland,0,1,30,30000
1251,41_kostu_666,Neverland,0,1,30,30000
1256,41_kostu_665,Mordor,0,1,30,30000
1256,41_kostu_496,Lilliputa,1,0,20,20000
1256,41_kostu_307,Neverland,1,0,20,20000
1256,41_kostu_938,Mordor,0,1,30,30000
1256,41_kostu_152,Oceania,0,1,30,30000
1256,41_kostu_226,Lilliputa,0,1,30,30000
1256,41_kostu_051,Lilliputa,0,1,30,30000
1258,41_kostu_116,Oceania,1,0,20,20000
1258,41_kostu_454,Mordor,1,0,20,20000
1258,41_kostu_729,Lilliputa,1,0,20,20000
1258,41_kostu_452,Neverland,1,0,20,20000
1258,41_kostu_504,Mordor,1,0,20,20000
1263,41_kostu_899,Lilliputa,1,0,20,20000
1263,41_kostu_397,Oceania,1,0,20,20000
1268,41_kostu_609,Oceania,1,0,20,20000
1273,41_kostu_366,Neverland,1,0,20,20000
1273,41_kostu_159,Mordor,1,0,20,20000
1273,41_kostu_514,Oceania,1,0,20,20000
1273,41_kostu_291,Lilliputa,1,0,20,20000
1273,41_kostu_066,Lilliputa,1,0,20,20000
1273,41_kostu_718,Lilliputa,1,0,20,20000
1273,41_kostu_620,Neverland,0,1,30,30000
1276,41_kostu_589,Neverland,0,1,30,30000
1276,41_kostu_222,Oceania,1,0,20,20000
1276,41_kostu_879,Neverland,0,1,30,30000
1276,41_kostu_285,Oceania,0,1,30,30000
1276,41_kostu_838,Lilliputa,0,1,30,30000
1276,41_kostu_546,Mordor,1,0,20,20000
1278,41_kostu_521,Neverland,0,1,30,30000
1278,41_kostu_914,Lilliputa,1,0,20,20000
1278,41_kostu_971,Mordor,1,0,20,20000
1278,41_kostu_868,Mordor,0,1,30,30000
1278,41_kostu_521,Lilliputa,1,0,20,20000
1281,41_kostu_473,Lilliputa,0,1,30,30000
1281,41_kostu_873,Mordor,0,1,30,30000
1281,41_kostu_964,Oceania,1,0,20,20000
1281,41_kostu_381,Oceania,0,1,30,30000
1281,41_kostu_759,Neverland,0,1,30,30000
1281,41_kostu_292,Neverland,1,0,20,20000
1286,41_kostu_422,Neverland,0,1,30,30000
1286,41_kostu_369,Lilliputa,1,0,20,20000
1286,41_kostu_990,Neverland,1,0,20,20000
1289,41_kostu_502,Lilliputa,0,1,30,30000
1289,41_kostu_394,Lilliputa,1,0,20,20000
1292,41_kostu_761,Mordor,0,1,30,30000
1296,41_kostu_270,Neverland,0,1,30,30000
1296,41_kostu_509,Lilliputa,1,0,20,20000
1297,41_kostu_279,Lilliputa,1,0,20,20000
1297,41_kostu_049,Lilliputa,1,0,20,20000
1299,41_kostu_666,Neverland,1,0,20,20000
1299,41_kostu_693,Lilliputa,0,1,30,30000
